cellid	snp.file	Gender	fileid	logr	baf	study	penalty
NCI-H2009	celfiles/NCI-H2009.cel	NA	NCI-H2009	celfiles/NCI-H2009_tumour_LogR.txt	celfiles/NCI-H2009_tumour_BAF.txt	GDSC	70
NCI-H2029	celfiles/NCI-H2029.cel	NA	NCI-H2029	celfiles/NCI-H2029_tumour_LogR.txt	celfiles/NCI-H2029_tumour_BAF.txt	GDSC	70
NCI-H2030	celfiles/NCI-H2030.cel	NA	NCI-H2030	celfiles/NCI-H2030_tumour_LogR.txt	celfiles/NCI-H2030_tumour_BAF.txt	GDSC	70
NCI-H2052	celfiles/NCI-H2052.cel	NA	NCI-H2052	celfiles/NCI-H2052_tumour_LogR.txt	celfiles/NCI-H2052_tumour_BAF.txt	GDSC	70
NCI-H2081	celfiles/NCI-H2081.cel	NA	NCI-H2081	celfiles/NCI-H2081_tumour_LogR.txt	celfiles/NCI-H2081_tumour_BAF.txt	GDSC	70
NCI-H2087	celfiles/NCI-H2087.cel	NA	NCI-H2087	celfiles/NCI-H2087_tumour_LogR.txt	celfiles/NCI-H2087_tumour_BAF.txt	GDSC	70
NCI-H209	celfiles/NCI-H209.cel	NA	NCI-H209	celfiles/NCI-H209_tumour_LogR.txt	celfiles/NCI-H209_tumour_BAF.txt	GDSC	70
NCI-H2122	celfiles/NCI-H2122.cel	NA	NCI-H2122	celfiles/NCI-H2122_tumour_LogR.txt	celfiles/NCI-H2122_tumour_BAF.txt	GDSC	70
NCI-H2126	celfiles/NCI-H2126.cel	NA	NCI-H2126	celfiles/NCI-H2126_tumour_LogR.txt	celfiles/NCI-H2126_tumour_BAF.txt	GDSC	70
NCI-H2141	celfiles/NCI-H2141.cel	NA	NCI-H2141	celfiles/NCI-H2141_tumour_LogR.txt	celfiles/NCI-H2141_tumour_BAF.txt	GDSC	70
NCI-H2170	celfiles/NCI-H2170.cel	NA	NCI-H2170	celfiles/NCI-H2170_tumour_LogR.txt	celfiles/NCI-H2170_tumour_BAF.txt	GDSC	70
NCI-H2171	celfiles/NCI-H2171.cel	NA	NCI-H2171	celfiles/NCI-H2171_tumour_LogR.txt	celfiles/NCI-H2171_tumour_BAF.txt	GDSC	70
NCI-H2196	celfiles/NCI-H2196.cel	NA	NCI-H2196	celfiles/NCI-H2196_tumour_LogR.txt	celfiles/NCI-H2196_tumour_BAF.txt	GDSC	70
NCI-H2227	celfiles/NCI-H2227.cel	NA	NCI-H2227	celfiles/NCI-H2227_tumour_LogR.txt	celfiles/NCI-H2227_tumour_BAF.txt	GDSC	70
NCI-H2228	celfiles/NCI-H2228.cel	NA	NCI-H2228	celfiles/NCI-H2228_tumour_LogR.txt	celfiles/NCI-H2228_tumour_BAF.txt	GDSC	70
NCI-H226	celfiles/NCI-H226.cel	NA	NCI-H226	celfiles/NCI-H226_tumour_LogR.txt	celfiles/NCI-H226_tumour_BAF.txt	GDSC	70
NCI-H2291	celfiles/NCI-H2291.cel	NA	NCI-H2291	celfiles/NCI-H2291_tumour_LogR.txt	celfiles/NCI-H2291_tumour_BAF.txt	GDSC	70
NCI-H23	celfiles/NCI-H23.cel	NA	NCI-H23	celfiles/NCI-H23_tumour_LogR.txt	celfiles/NCI-H23_tumour_BAF.txt	GDSC	70
NCI-H2342	celfiles/NCI-H2342.cel	NA	NCI-H2342	celfiles/NCI-H2342_tumour_LogR.txt	celfiles/NCI-H2342_tumour_BAF.txt	GDSC	70
NCI-H2347	celfiles/NCI-H2347.cel	NA	NCI-H2347	celfiles/NCI-H2347_tumour_LogR.txt	celfiles/NCI-H2347_tumour_BAF.txt	GDSC	70
NCI-H2405	celfiles/NCI-H2405.cel	NA	NCI-H2405	celfiles/NCI-H2405_tumour_LogR.txt	celfiles/NCI-H2405_tumour_BAF.txt	GDSC	70
NCI-H2452	celfiles/NCI-H2452.cel	NA	NCI-H2452	celfiles/NCI-H2452_tumour_LogR.txt	celfiles/NCI-H2452_tumour_BAF.txt	GDSC	70
NCI-H250	celfiles/NCI-H250.cel	NA	NCI-H250	celfiles/NCI-H250_tumour_LogR.txt	celfiles/NCI-H250_tumour_BAF.txt	GDSC	70
NCI-H28	celfiles/NCI-H28.cel	NA	NCI-H28	celfiles/NCI-H28_tumour_LogR.txt	celfiles/NCI-H28_tumour_BAF.txt	GDSC	70
NCI-H292	celfiles/NCI-H292.cel	NA	NCI-H292	celfiles/NCI-H292_tumour_LogR.txt	celfiles/NCI-H292_tumour_BAF.txt	GDSC	70
NCI-H322M	celfiles/NCI-H322M.cel	NA	NCI-H322M	celfiles/NCI-H322M_tumour_LogR.txt	celfiles/NCI-H322M_tumour_BAF.txt	GDSC	70
NCI-H345	celfiles/NCI-H345.cel	NA	NCI-H345	celfiles/NCI-H345_tumour_LogR.txt	celfiles/NCI-H345_tumour_BAF.txt	GDSC	70
NCI-H358	celfiles/NCI-H358.cel	NA	NCI-H358	celfiles/NCI-H358_tumour_LogR.txt	celfiles/NCI-H358_tumour_BAF.txt	GDSC	70
NCI-H378	celfiles/NCI-H378.cel	NA	NCI-H378	celfiles/NCI-H378_tumour_LogR.txt	celfiles/NCI-H378_tumour_BAF.txt	GDSC	70
NCI-H441	celfiles/NCI-H441.cel	NA	NCI-H441	celfiles/NCI-H441_tumour_LogR.txt	celfiles/NCI-H441_tumour_BAF.txt	GDSC	70
NCI-H446	celfiles/NCI-H446.cel	NA	NCI-H446	celfiles/NCI-H446_tumour_LogR.txt	celfiles/NCI-H446_tumour_BAF.txt	GDSC	70
NCI-H460	celfiles/NCI-H460.cel	NA	NCI-H460	celfiles/NCI-H460_tumour_LogR.txt	celfiles/NCI-H460_tumour_BAF.txt	GDSC	70
NCI-H508	celfiles/NCI-H508.cel	NA	NCI-H508	celfiles/NCI-H508_tumour_LogR.txt	celfiles/NCI-H508_tumour_BAF.txt	GDSC	70
NCI-H510A	celfiles/NCI-H510A.cel	NA	NCI-H510A	celfiles/NCI-H510A_tumour_LogR.txt	celfiles/NCI-H510A_tumour_BAF.txt	GDSC	70
NCI-H520	celfiles/NCI-H520.cel	NA	NCI-H520	celfiles/NCI-H520_tumour_LogR.txt	celfiles/NCI-H520_tumour_BAF.txt	GDSC	70
NCI-H522	celfiles/NCI-H522.cel	NA	NCI-H522	celfiles/NCI-H522_tumour_LogR.txt	celfiles/NCI-H522_tumour_BAF.txt	GDSC	70
NCI-H524	celfiles/NCI-H524.cel	NA	NCI-H524	celfiles/NCI-H524_tumour_LogR.txt	celfiles/NCI-H524_tumour_BAF.txt	GDSC	70
NCI-H526	celfiles/NCI-H526.cel	NA	NCI-H526	celfiles/NCI-H526_tumour_LogR.txt	celfiles/NCI-H526_tumour_BAF.txt	GDSC	70
NCI-H596	celfiles/NCI-H596.cel	NA	NCI-H596	celfiles/NCI-H596_tumour_LogR.txt	celfiles/NCI-H596_tumour_BAF.txt	GDSC	70
NCI-H630	celfiles/NCI-H630.cel	NA	NCI-H630	celfiles/NCI-H630_tumour_LogR.txt	celfiles/NCI-H630_tumour_BAF.txt	GDSC	70
NCI-H64	celfiles/NCI-H64.cel	NA	NCI-H64	celfiles/NCI-H64_tumour_LogR.txt	celfiles/NCI-H64_tumour_BAF.txt	GDSC	70
NCI-H650	celfiles/NCI-H650.cel	NA	NCI-H650	celfiles/NCI-H650_tumour_LogR.txt	celfiles/NCI-H650_tumour_BAF.txt	GDSC	70
NCI-H661	celfiles/NCI-H661.cel	NA	NCI-H661	celfiles/NCI-H661_tumour_LogR.txt	celfiles/NCI-H661_tumour_BAF.txt	GDSC	70
NCI-H69	celfiles/NCI-H69.cel	NA	NCI-H69	celfiles/NCI-H69_tumour_LogR.txt	celfiles/NCI-H69_tumour_BAF.txt	GDSC	70
NCI-H716	celfiles/NCI-H716.cel	NA	NCI-H716	celfiles/NCI-H716_tumour_LogR.txt	celfiles/NCI-H716_tumour_BAF.txt	GDSC	70
NCI-H720	celfiles/NCI-H720.cel	NA	NCI-H720	celfiles/NCI-H720_tumour_LogR.txt	celfiles/NCI-H720_tumour_BAF.txt	GDSC	70
NCI-H727	celfiles/NCI-H727.cel	NA	NCI-H727	celfiles/NCI-H727_tumour_LogR.txt	celfiles/NCI-H727_tumour_BAF.txt	GDSC	70
NCI-H747	celfiles/NCI-H747.cel	NA	NCI-H747	celfiles/NCI-H747_tumour_LogR.txt	celfiles/NCI-H747_tumour_BAF.txt	GDSC	70
NCI-H748	celfiles/NCI-H748.cel	NA	NCI-H748	celfiles/NCI-H748_tumour_LogR.txt	celfiles/NCI-H748_tumour_BAF.txt	GDSC	70
NCI-H810	celfiles/NCI-H810.cel	NA	NCI-H810	celfiles/NCI-H810_tumour_LogR.txt	celfiles/NCI-H810_tumour_BAF.txt	GDSC	70
NCI-H82	celfiles/NCI-H82.cel	NA	NCI-H82	celfiles/NCI-H82_tumour_LogR.txt	celfiles/NCI-H82_tumour_BAF.txt	GDSC	70
NCI-H838	celfiles/NCI-H838.cel	NA	NCI-H838	celfiles/NCI-H838_tumour_LogR.txt	celfiles/NCI-H838_tumour_BAF.txt	GDSC	70
NCI-N87	celfiles/NCI-N87.cel	NA	NCI-N87	celfiles/NCI-N87_tumour_LogR.txt	celfiles/NCI-N87_tumour_BAF.txt	GDSC	70
NCI-SNU-1	celfiles/NCI-SNU-1.cel	NA	NCI-SNU-1	celfiles/NCI-SNU-1_tumour_LogR.txt	celfiles/NCI-SNU-1_tumour_BAF.txt	GDSC	70
NCI-SNU-16	celfiles/NCI-SNU-16.cel	NA	NCI-SNU-16	celfiles/NCI-SNU-16_tumour_LogR.txt	celfiles/NCI-SNU-16_tumour_BAF.txt	GDSC	70
NCI-SNU-5	celfiles/NCI-SNU-5.cel	NA	NCI-SNU-5	celfiles/NCI-SNU-5_tumour_LogR.txt	celfiles/NCI-SNU-5_tumour_BAF.txt	GDSC	70
NEC8	celfiles/NEC8.cel	NA	NEC8	celfiles/NEC8_tumour_LogR.txt	celfiles/NEC8_tumour_BAF.txt	GDSC	70
NH-12	celfiles/NH-12.cel	NA	NH-12	celfiles/NH-12_tumour_LogR.txt	celfiles/NH-12_tumour_BAF.txt	GDSC	70
NKM-1	celfiles/NKM-1.cel	NA	NKM-1	celfiles/NKM-1_tumour_LogR.txt	celfiles/NKM-1_tumour_BAF.txt	GDSC	70
NMC-G1	celfiles/NMC-G1.cel	NA	NMC-G1	celfiles/NMC-G1_tumour_LogR.txt	celfiles/NMC-G1_tumour_BAF.txt	GDSC	70
no-10	celfiles/no-10.cel	NA	no-10	celfiles/no-10_tumour_LogR.txt	celfiles/no-10_tumour_BAF.txt	GDSC	70
no-11	celfiles/no-11.cel	NA	no-11	celfiles/no-11_tumour_LogR.txt	celfiles/no-11_tumour_BAF.txt	GDSC	70
NOMO-1	celfiles/NOMO-1.cel	NA	NOMO-1	celfiles/NOMO-1_tumour_LogR.txt	celfiles/NOMO-1_tumour_BAF.txt	GDSC	70
NOS-1	celfiles/NOS-1.cel	NA	NOS-1	celfiles/NOS-1_tumour_LogR.txt	celfiles/NOS-1_tumour_BAF.txt	GDSC	70
NUGC-3	celfiles/NUGC-3.cel	NA	NUGC-3	celfiles/NUGC-3_tumour_LogR.txt	celfiles/NUGC-3_tumour_BAF.txt	GDSC	70
NY	celfiles/NY.cel	NA	NY	celfiles/NY_tumour_LogR.txt	celfiles/NY_tumour_BAF.txt	GDSC	70
OAW-28	celfiles/OAW-28.cel	NA	OAW-28	celfiles/OAW-28_tumour_LogR.txt	celfiles/OAW-28_tumour_BAF.txt	GDSC	70
OAW-42	celfiles/OAW-42.cel	NA	OAW-42	celfiles/OAW-42_tumour_LogR.txt	celfiles/OAW-42_tumour_BAF.txt	GDSC	70
OC-314	celfiles/OC-314.cel	NA	OC-314	celfiles/OC-314_tumour_LogR.txt	celfiles/OC-314_tumour_BAF.txt	GDSC	70
OCI-AML2	celfiles/OCI-AML2.cel	NA	OCI-AML2	celfiles/OCI-AML2_tumour_LogR.txt	celfiles/OCI-AML2_tumour_BAF.txt	GDSC	70
OCUB-M	celfiles/OCUB-M.cel	NA	OCUB-M	celfiles/OCUB-M_tumour_LogR.txt	celfiles/OCUB-M_tumour_BAF.txt	GDSC	70
OE19	celfiles/OE19.cel	NA	OE19	celfiles/OE19_tumour_LogR.txt	celfiles/OE19_tumour_BAF.txt	GDSC	70
OE33	celfiles/OE33.cel	NA	OE33	celfiles/OE33_tumour_LogR.txt	celfiles/OE33_tumour_BAF.txt	GDSC	70
OMC-1	celfiles/OMC-1.cel	NA	OMC-1	celfiles/OMC-1_tumour_LogR.txt	celfiles/OMC-1_tumour_BAF.txt	GDSC	70
ONS-76	celfiles/ONS-76.cel	NA	ONS-76	celfiles/ONS-76_tumour_LogR.txt	celfiles/ONS-76_tumour_BAF.txt	GDSC	70
OPM-2	celfiles/OPM-2.cel	NA	OPM-2	celfiles/OPM-2_tumour_LogR.txt	celfiles/OPM-2_tumour_BAF.txt	GDSC	70
OS-RC-2	celfiles/OS-RC-2.cel	NA	OS-RC-2	celfiles/OS-RC-2_tumour_LogR.txt	celfiles/OS-RC-2_tumour_BAF.txt	GDSC	70
OVCAR-3	celfiles/OVCAR-3.cel	NA	OVCAR-3	celfiles/OVCAR-3_tumour_LogR.txt	celfiles/OVCAR-3_tumour_BAF.txt	GDSC	70
OVCAR-4	celfiles/OVCAR-4.cel	NA	OVCAR-4	celfiles/OVCAR-4_tumour_LogR.txt	celfiles/OVCAR-4_tumour_BAF.txt	GDSC	70
OVCAR-5	celfiles/OVCAR-5.cel	NA	OVCAR-5	celfiles/OVCAR-5_tumour_LogR.txt	celfiles/OVCAR-5_tumour_BAF.txt	GDSC	70
OVCAR-8	celfiles/OVCAR-8.cel	NA	OVCAR-8	celfiles/OVCAR-8_tumour_LogR.txt	celfiles/OVCAR-8_tumour_BAF.txt	GDSC	70
P12-ICHIKAWA	celfiles/P12-ICHIKAWA.cel	NA	P12-ICHIKAWA	celfiles/P12-ICHIKAWA_tumour_LogR.txt	celfiles/P12-ICHIKAWA_tumour_BAF.txt	GDSC	70
P30-OHK	celfiles/P30-OHK.cel	NA	P30-OHK	celfiles/P30-OHK_tumour_LogR.txt	celfiles/P30-OHK_tumour_BAF.txt	GDSC	70
P31-FUJ	celfiles/P31-FUJ.cel	NA	P31-FUJ	celfiles/P31-FUJ_tumour_LogR.txt	celfiles/P31-FUJ_tumour_BAF.txt	GDSC	70
PA-1	celfiles/PA-1.cel	NA	PA-1	celfiles/PA-1_tumour_LogR.txt	celfiles/PA-1_tumour_BAF.txt	GDSC	70
Panc 03.27	celfiles/PANC-03-27.cel	NA	PANC-03-27	celfiles/PANC-03-27_tumour_LogR.txt	celfiles/PANC-03-27_tumour_BAF.txt	GDSC	70
Panc 08.13	celfiles/PANC-08-13.cel	NA	PANC-08-13	celfiles/PANC-08-13_tumour_LogR.txt	celfiles/PANC-08-13_tumour_BAF.txt	GDSC	70
Panc 10.05	celfiles/PANC-10-05.cel	NA	PANC-10-05	celfiles/PANC-10-05_tumour_LogR.txt	celfiles/PANC-10-05_tumour_BAF.txt	GDSC	70
PC-14	celfiles/PC-14.cel	NA	PC-14	celfiles/PC-14_tumour_LogR.txt	celfiles/PC-14_tumour_BAF.txt	GDSC	70
PC-3	celfiles/PC-3.cel	NA	PC-3	celfiles/PC-3_tumour_LogR.txt	celfiles/PC-3_tumour_BAF.txt	GDSC	70
PF-382	celfiles/PF-382.cel	NA	PF-382	celfiles/PF-382_tumour_LogR.txt	celfiles/PF-382_tumour_BAF.txt	GDSC	70
PFSK-1	celfiles/PFSK-1.cel	NA	PFSK-1	celfiles/PFSK-1_tumour_LogR.txt	celfiles/PFSK-1_tumour_BAF.txt	GDSC	70
PSN1	celfiles/PSN1.cel	NA	PSN1	celfiles/PSN1_tumour_LogR.txt	celfiles/PSN1_tumour_BAF.txt	GDSC	70
QIMR-WIL	celfiles/QIMR-WIL.cel	NA	QIMR-WIL	celfiles/QIMR-WIL_tumour_LogR.txt	celfiles/QIMR-WIL_tumour_BAF.txt	GDSC	70
Raji	celfiles/Raji.cel	NA	Raji	celfiles/Raji_tumour_LogR.txt	celfiles/Raji_tumour_BAF.txt	GDSC	70
Ramos-2G6-4C10	celfiles/Ramos-2G6-4C10.cel	NA	Ramos-2G6-4C10	celfiles/Ramos-2G6-4C10_tumour_LogR.txt	celfiles/Ramos-2G6-4C10_tumour_BAF.txt	GDSC	70
RCC10RGB	celfiles/RCC10RGB.cel	NA	RCC10RGB	celfiles/RCC10RGB_tumour_LogR.txt	celfiles/RCC10RGB_tumour_BAF.txt	GDSC	70
RCM-1	celfiles/RCM-1.cel	NA	RCM-1	celfiles/RCM-1_tumour_LogR.txt	celfiles/RCM-1_tumour_BAF.txt	GDSC	70
RD	celfiles/RD.cel	NA	RD	celfiles/RD_tumour_LogR.txt	celfiles/RD_tumour_BAF.txt	GDSC	70
REH	celfiles/REH.cel	NA	REH	celfiles/REH_tumour_LogR.txt	celfiles/REH_tumour_BAF.txt	GDSC	70
RERF-LC-FM	celfiles/RERF-LC-FM.cel	NA	RERF-LC-FM	celfiles/RERF-LC-FM_tumour_LogR.txt	celfiles/RERF-LC-FM_tumour_BAF.txt	GDSC	70
RERF-LC-MS	celfiles/RERF-LC-MS.cel	NA	RERF-LC-MS	celfiles/RERF-LC-MS_tumour_LogR.txt	celfiles/RERF-LC-MS_tumour_BAF.txt	GDSC	70
RF-48	celfiles/RF-48.cel	NA	RF-48	celfiles/RF-48_tumour_LogR.txt	celfiles/RF-48_tumour_BAF.txt	GDSC	70
RH-1	celfiles/RH-1.cel	NA	RH-1	celfiles/RH-1_tumour_LogR.txt	celfiles/RH-1_tumour_BAF.txt	GDSC	70
RH-18	celfiles/RH-18.cel	NA	RH-18	celfiles/RH-18_tumour_LogR.txt	celfiles/RH-18_tumour_BAF.txt	GDSC	70
RKO	celfiles/RKO.cel	NA	RKO	celfiles/RKO_tumour_LogR.txt	celfiles/RKO_tumour_BAF.txt	GDSC	70
RL	celfiles/RL.cel	NA	RL	celfiles/RL_tumour_LogR.txt	celfiles/RL_tumour_BAF.txt	GDSC	70
RL95-2	celfiles/RL95-2.cel	NA	RL95-2	celfiles/RL95-2_tumour_LogR.txt	celfiles/RL95-2_tumour_BAF.txt	GDSC	70
RMG-I	celfiles/RMG-I.cel	NA	RMG-I	celfiles/RMG-I_tumour_LogR.txt	celfiles/RMG-I_tumour_BAF.txt	GDSC	70
RO82-W-1	celfiles/RO82-W-1.cel	NA	RO82-W-1	celfiles/RO82-W-1_tumour_LogR.txt	celfiles/RO82-W-1_tumour_BAF.txt	GDSC	70
RPMI-2650	celfiles/RPMI-2650.cel	NA	RPMI-2650	celfiles/RPMI-2650_tumour_LogR.txt	celfiles/RPMI-2650_tumour_BAF.txt	GDSC	70
RPMI-6666	celfiles/RPMI-6666.cel	NA	RPMI-6666	celfiles/RPMI-6666_tumour_LogR.txt	celfiles/RPMI-6666_tumour_BAF.txt	GDSC	70
RPMI-7951	celfiles/RPMI-7951.cel	NA	RPMI-7951	celfiles/RPMI-7951_tumour_LogR.txt	celfiles/RPMI-7951_tumour_BAF.txt	GDSC	70
RPMI-8226	celfiles/RPMI-8226.cel	NA	RPMI-8226	celfiles/RPMI-8226_tumour_LogR.txt	celfiles/RPMI-8226_tumour_BAF.txt	GDSC	70
RPMI-8402	celfiles/RPMI-8402.cel	NA	RPMI-8402	celfiles/RPMI-8402_tumour_LogR.txt	celfiles/RPMI-8402_tumour_BAF.txt	GDSC	70
RPMI-8866	celfiles/RPMI-8866.cel	NA	RPMI-8866	celfiles/RPMI-8866_tumour_LogR.txt	celfiles/RPMI-8866_tumour_BAF.txt	GDSC	70
RS4;11	celfiles/RS4-11.cel	NA	RS4-11	celfiles/RS4-11_tumour_LogR.txt	celfiles/RS4-11_tumour_BAF.txt	GDSC	70
RT-112	celfiles/RT-112.cel	NA	RT-112	celfiles/RT-112_tumour_LogR.txt	celfiles/RT-112_tumour_BAF.txt	GDSC	70
RT4	celfiles/RT4.cel	NA	RT4	celfiles/RT4_tumour_LogR.txt	celfiles/RT4_tumour_BAF.txt	GDSC	70
RVH-421	celfiles/RVH-421.cel	NA	RVH-421	celfiles/RVH-421_tumour_LogR.txt	celfiles/RVH-421_tumour_BAF.txt	GDSC	70
RXF393	celfiles/RXF393.cel	NA	RXF393	celfiles/RXF393_tumour_LogR.txt	celfiles/RXF393_tumour_BAF.txt	GDSC	70
S-117	celfiles/S-117.cel	NA	S-117	celfiles/S-117_tumour_LogR.txt	celfiles/S-117_tumour_BAF.txt	GDSC	70
Saos-2	celfiles/Saos-2.cel	NA	Saos-2	celfiles/Saos-2_tumour_LogR.txt	celfiles/Saos-2_tumour_BAF.txt	GDSC	70
SAS	celfiles/SAS.cel	NA	SAS	celfiles/SAS_tumour_LogR.txt	celfiles/SAS_tumour_BAF.txt	GDSC	70
SBC-1	celfiles/SBC-1.cel	NA	SBC-1	celfiles/SBC-1_tumour_LogR.txt	celfiles/SBC-1_tumour_BAF.txt	GDSC	70
SBC-5	celfiles/SBC-5.cel	NA	SBC-5	celfiles/SBC-5_tumour_LogR.txt	celfiles/SBC-5_tumour_BAF.txt	GDSC	70
SCC-15	celfiles/SCC-15.cel	NA	SCC-15	celfiles/SCC-15_tumour_LogR.txt	celfiles/SCC-15_tumour_BAF.txt	GDSC	70
SCC-25	celfiles/SCC-25.cel	NA	SCC-25	celfiles/SCC-25_tumour_LogR.txt	celfiles/SCC-25_tumour_BAF.txt	GDSC	70
SCC-3	celfiles/SCC-3.cel	NA	SCC-3	celfiles/SCC-3_tumour_LogR.txt	celfiles/SCC-3_tumour_BAF.txt	GDSC	70
SCC-4	celfiles/SCC-4.cel	NA	SCC-4	celfiles/SCC-4_tumour_LogR.txt	celfiles/SCC-4_tumour_BAF.txt	GDSC	70
SCC-9	celfiles/SCC-9.cel	NA	SCC-9	celfiles/SCC-9_tumour_LogR.txt	celfiles/SCC-9_tumour_BAF.txt	GDSC	70
SCH	celfiles/SCH.cel	NA	SCH	celfiles/SCH_tumour_LogR.txt	celfiles/SCH_tumour_BAF.txt	GDSC	70
SF126	celfiles/SF126.cel	NA	SF126	celfiles/SF126_tumour_LogR.txt	celfiles/SF126_tumour_BAF.txt	GDSC	70
SF268	celfiles/SF268.cel	NA	SF268	celfiles/SF268_tumour_LogR.txt	celfiles/SF268_tumour_BAF.txt	GDSC	70
SF295	celfiles/SF295.cel	NA	SF295	celfiles/SF295_tumour_LogR.txt	celfiles/SF295_tumour_BAF.txt	GDSC	70
SF539	celfiles/SF539.cel	NA	SF539	celfiles/SF539_tumour_LogR.txt	celfiles/SF539_tumour_BAF.txt	GDSC	70
SH-4	celfiles/SH-4.cel	NA	SH-4	celfiles/SH-4_tumour_LogR.txt	celfiles/SH-4_tumour_BAF.txt	GDSC	70
SHP-77	celfiles/SHP-77.cel	NA	SHP-77	celfiles/SHP-77_tumour_LogR.txt	celfiles/SHP-77_tumour_BAF.txt	GDSC	70
SIG-M5	celfiles/SIG-M5.cel	NA	SIG-M5	celfiles/SIG-M5_tumour_LogR.txt	celfiles/SIG-M5_tumour_BAF.txt	GDSC	70
SiHa	celfiles/SiHa.cel	NA	SiHa	celfiles/SiHa_tumour_LogR.txt	celfiles/SiHa_tumour_BAF.txt	GDSC	70
SIMA	celfiles/SIMA.cel	NA	SIMA	celfiles/SIMA_tumour_LogR.txt	celfiles/SIMA_tumour_BAF.txt	GDSC	70
SJRH30	celfiles/SJRH30.cel	NA	SJRH30	celfiles/SJRH30_tumour_LogR.txt	celfiles/SJRH30_tumour_BAF.txt	GDSC	70
SJSA-1	celfiles/SJSA-1.cel	NA	SJSA-1	celfiles/SJSA-1_tumour_LogR.txt	celfiles/SJSA-1_tumour_BAF.txt	GDSC	70
SK-CO-1	celfiles/SK-CO-1.cel	NA	SK-CO-1	celfiles/SK-CO-1_tumour_LogR.txt	celfiles/SK-CO-1_tumour_BAF.txt	GDSC	70
SKG-IIIa	celfiles/SKG-IIIa.cel	NA	SKG-IIIa	celfiles/SKG-IIIa_tumour_LogR.txt	celfiles/SKG-IIIa_tumour_BAF.txt	GDSC	70
SK-HEP-1	celfiles/SK-HEP-1.cel	NA	SK-HEP-1	celfiles/SK-HEP-1_tumour_LogR.txt	celfiles/SK-HEP-1_tumour_BAF.txt	GDSC	70
SK-LMS-1	celfiles/SK-LMS-1.cel	NA	SK-LMS-1	celfiles/SK-LMS-1_tumour_LogR.txt	celfiles/SK-LMS-1_tumour_BAF.txt	GDSC	70
SK-LU-1	celfiles/SK-LU-1.cel	NA	SK-LU-1	celfiles/SK-LU-1_tumour_LogR.txt	celfiles/SK-LU-1_tumour_BAF.txt	GDSC	70
SKM-1	celfiles/SKM-1.cel	NA	SKM-1	celfiles/SKM-1_tumour_LogR.txt	celfiles/SKM-1_tumour_BAF.txt	GDSC	70
SK-MEL-1	celfiles/SK-MEL-1.cel	NA	SK-MEL-1	celfiles/SK-MEL-1_tumour_LogR.txt	celfiles/SK-MEL-1_tumour_BAF.txt	GDSC	70
SK-MEL-2	celfiles/SK-MEL-2.cel	NA	SK-MEL-2	celfiles/SK-MEL-2_tumour_LogR.txt	celfiles/SK-MEL-2_tumour_BAF.txt	GDSC	70
SK-MEL-24	celfiles/SK-MEL-24.cel	NA	SK-MEL-24	celfiles/SK-MEL-24_tumour_LogR.txt	celfiles/SK-MEL-24_tumour_BAF.txt	GDSC	70
SK-MEL-28	celfiles/SK-MEL-28.cel	NA	SK-MEL-28	celfiles/SK-MEL-28_tumour_LogR.txt	celfiles/SK-MEL-28_tumour_BAF.txt	GDSC	70
SK-MEL-3	celfiles/SK-MEL-3.cel	NA	SK-MEL-3	celfiles/SK-MEL-3_tumour_LogR.txt	celfiles/SK-MEL-3_tumour_BAF.txt	GDSC	70
SK-MEL-30	celfiles/SK-MEL-30.cel	NA	SK-MEL-30	celfiles/SK-MEL-30_tumour_LogR.txt	celfiles/SK-MEL-30_tumour_BAF.txt	GDSC	70
SK-MEL-5	celfiles/SK-MEL-5.cel	NA	SK-MEL-5	celfiles/SK-MEL-5_tumour_LogR.txt	celfiles/SK-MEL-5_tumour_BAF.txt	GDSC	70
SK-MES-1	celfiles/SK-MES-1.cel	NA	SK-MES-1	celfiles/SK-MES-1_tumour_LogR.txt	celfiles/SK-MES-1_tumour_BAF.txt	GDSC	70
SK-MG-1	celfiles/SK-MG-1.cel	NA	SK-MG-1	celfiles/SK-MG-1_tumour_LogR.txt	celfiles/SK-MG-1_tumour_BAF.txt	GDSC	70
SK-MM-2	celfiles/SK-MM-2.cel	NA	SK-MM-2	celfiles/SK-MM-2_tumour_LogR.txt	celfiles/SK-MM-2_tumour_BAF.txt	GDSC	70
SK-N-AS	celfiles/SK-N-AS.cel	NA	SK-N-AS	celfiles/SK-N-AS_tumour_LogR.txt	celfiles/SK-N-AS_tumour_BAF.txt	GDSC	70
SK-N-DZ	celfiles/SK-N-DZ.cel	NA	SK-N-DZ	celfiles/SK-N-DZ_tumour_LogR.txt	celfiles/SK-N-DZ_tumour_BAF.txt	GDSC	70
SK-NEP-1	celfiles/SK-NEP-1.cel	NA	SK-NEP-1	celfiles/SK-NEP-1_tumour_LogR.txt	celfiles/SK-NEP-1_tumour_BAF.txt	GDSC	70
SK-N-FI	celfiles/SK-N-FI.cel	NA	SK-N-FI	celfiles/SK-N-FI_tumour_LogR.txt	celfiles/SK-N-FI_tumour_BAF.txt	GDSC	70
SK-OV-3	celfiles/SK-OV-3.cel	NA	SK-OV-3	celfiles/SK-OV-3_tumour_LogR.txt	celfiles/SK-OV-3_tumour_BAF.txt	GDSC	70
SK-PN-DW	celfiles/SK-PN-DW.cel	NA	SK-PN-DW	celfiles/SK-PN-DW_tumour_LogR.txt	celfiles/SK-PN-DW_tumour_BAF.txt	GDSC	70
